ID,createdAt,createdBy,modifiedAt,modifiedBy,employeeNumber,firstName,lastName,email,department,jobTitle,plant_ID,manager_ID,active
bf33aee2-e9ef-5847-9fa5-474024f30610,2025-03-25T08:00:00Z,system,2025-03-25T08:00:00Z,system,E000032,Robert,Jensen,robert.jensen32@procureflow.example,Operations,Operations Coordinator,9f6bd345-59f3-56b7-b1b4-8a3e5fab6656,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,True
5f639525-25c5-54fa-aa87-ccfe5b39776a,2025-03-26T08:00:00Z,system,2025-03-26T08:00:00Z,system,E000033,Robert,Wilson,robert.wilson33@procureflow.example,Procurement,Buyer,113d871c-fdd0-59b0-922b-71a1f17a7a5b,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,True
b0f0219c-497a-5b5a-8247-64bb9744b592,2025-03-27T08:00:00Z,system,2025-03-27T08:00:00Z,system,E000034,Jonas,Kowalski,jonas.kowalski34@procureflow.example,Procurement,Procurement Specialist,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,True
aa73552f-c4e3-50c0-ab42-ae08fe8628fc,2025-03-28T08:00:00Z,system,2025-03-28T08:00:00Z,system,E000035,Erik,Wagner,erik.wagner35@procureflow.example,Procurement,Procurement Specialist,e294ac9d-bd77-5078-ba31-f74bebb60488,78f316cf-bc76-5bab-9068-b36833d8b019,True
45c1a845-cf9c-5ebb-86b9-5be53a0f2b84,2025-03-29T08:00:00Z,system,2025-03-29T08:00:00Z,system,E000036,Giulia,Schmidt,giulia.schmidt36@procureflow.example,Finance,Procurement Controller,521489a3-799d-50a5-9448-eeaa409714d1,d925509d-9c4c-55ac-990d-b19752aa437c,True
8e723945-6a6c-5803-a42e-c1347adfc586,2025-03-30T08:00:00Z,system,2025-03-30T08:00:00Z,system,E000037,Lucie,Martin,lucie.martin37@procureflow.example,Procurement,Category Manager,5528724a-ec45-5c0d-ac18-8666390c638c,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,True
e7550e96-a024-5ec6-9a52-a71b05d83aca,2025-03-31T08:00:00Z,system,2025-03-31T08:00:00Z,system,E000038,Andreas,Johnson,andreas.johnson38@procureflow.example,Operations,Operations Coordinator,51ca2c43-9865-5eed-88e1-7efd0be651e9,0a9b9cf2-8c50-54fd-b243-53899f77bb55,True
b1735819-2eef-5011-9b5e-702716ea62f0,2025-04-01T08:00:00Z,system,2025-04-01T08:00:00Z,system,E000039,Isabel,Andersson,isabel.andersson39@procureflow.example,Quality Management,Quality Specialist,3cab26fd-f62f-5970-ad42-c321a067cf36,0737d81c-800f-585f-8a81-5742f5aa93a6,True
13784956-f498-5534-9b07-21147167cebb,2025-04-02T08:00:00Z,system,2025-04-02T08:00:00Z,system,E000040,Giulia,Wolf,giulia.wolf40@procureflow.example,Operations,Operations Coordinator,efd8a8e4-0bb8-5f9e-be95-16451417acb0,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,True
4b8f339d-64d5-53f8-bcd2-cafb0ea20c4d,2025-04-03T08:00:00Z,system,2025-04-03T08:00:00Z,system,E000041,Sarah,Müller,sarah.muller41@procureflow.example,Procurement,Senior Buyer,d425a94e-8ac6-50ba-81e4-27a328a21379,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,True
f4bfe1cc-a9ff-5838-84b3-8d0b8a482a8d,2025-04-04T08:00:00Z,system,2025-04-04T08:00:00Z,system,E000042,Grace,Schulz,grace.schulz42@procureflow.example,Procurement,Senior Buyer,89693957-df41-5038-b06b-8fcd13674f65,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,True
f5b4b717-e857-50a0-b0af-aa491c52f9b9,2025-04-05T08:00:00Z,system,2025-04-05T08:00:00Z,system,E000043,Julia,Bianchi,julia.bianchi43@procureflow.example,Quality Management,Quality Specialist,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,78f316cf-bc76-5bab-9068-b36833d8b019,True
d778b989-a675-5d3f-8009-55dfeceec6f9,2025-04-06T08:00:00Z,system,2025-04-06T08:00:00Z,system,E000044,Sarah,Dubois,sarah.dubois44@procureflow.example,Procurement,Procurement Specialist,26221d5e-2e66-5ea9-8c4d-30720ed59583,d925509d-9c4c-55ac-990d-b19752aa437c,True
a573cf3b-6545-5ee9-8ae0-2ff7e9370a69,2025-04-07T08:00:00Z,system,2025-04-07T08:00:00Z,system,E000045,Sophie,Klein,sophie.klein45@procureflow.example,Operations,Operations Coordinator,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,True
f498e444-d003-5465-be1a-1aeedde95ca3,2025-04-08T08:00:00Z,system,2025-04-08T08:00:00Z,system,E000046,Anna,Taylor,anna.taylor46@procureflow.example,Operations,Operations Coordinator,3e8df789-1fad-5f45-9e4e-ae08a2240191,0a9b9cf2-8c50-54fd-b243-53899f77bb55,True
f911dfb3-26ad-5d1f-b884-074c195d7b36,2025-04-09T08:00:00Z,system,2025-04-09T08:00:00Z,system,E000047,Giulia,Meyer,giulia.meyer47@procureflow.example,Procurement,Senior Buyer,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,0737d81c-800f-585f-8a81-5742f5aa93a6,True
bfc09207-4542-5693-a52b-974f1bcfaf39,2025-04-10T08:00:00Z,system,2025-04-10T08:00:00Z,system,E000048,Grace,Weber,grace.weber48@procureflow.example,Procurement,Category Manager,03aef187-5272-56c7-bfc4-cf8b61ecf06b,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,True
4cc33be3-e381-5651-8754-1dfb4784e453,2025-04-11T08:00:00Z,system,2025-04-11T08:00:00Z,system,E000049,Laura,Jensen,laura.jensen49@procureflow.example,Procurement,Category Manager,12473360-94f1-5fba-a391-36ce9d7f31be,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,True
d067fd48-952d-58ac-82ab-b2049abe787a,2025-04-12T08:00:00Z,system,2025-04-12T08:00:00Z,system,E000050,Michael,Dubois,michael.dubois50@procureflow.example,Finance,Procurement Controller,261d0783-3954-5ee6-baf2-f9e37bbb725b,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,True
362bb051-fb3b-5a89-9979-8640133ad18b,2025-04-13T08:00:00Z,system,2025-04-13T08:00:00Z,system,E000051,Oliver,Hoffmann,oliver.hoffmann51@procureflow.example,Procurement,Senior Buyer,87cb6569-bd40-5e24-8586-da21fbea3a81,78f316cf-bc76-5bab-9068-b36833d8b019,True
a8900ba9-a076-5a48-8859-1f3fc1e76071,2025-04-14T08:00:00Z,system,2025-04-14T08:00:00Z,system,E000052,Erik,Rossi,erik.rossi52@procureflow.example,Procurement,Senior Buyer,329ee744-d62e-5fc4-a06d-cd6019444aa8,d925509d-9c4c-55ac-990d-b19752aa437c,True
57cf31ec-d7cf-5584-9b14-2581623c3089,2025-04-15T08:00:00Z,system,2025-04-15T08:00:00Z,system,E000053,Andreas,Kowalski,andreas.kowalski53@procureflow.example,Operations,Operations Coordinator,e6d386f5-8b03-578e-aca0-68c8e68a10d1,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,True
749e799d-dc59-5571-b15c-7d9bf9c77752,2025-04-16T08:00:00Z,system,2025-04-16T08:00:00Z,system,E000054,Lukas,Martin,lukas.martin54@procureflow.example,Supply Chain,Supply Chain Analyst,cb89079f-b137-594d-b7f6-f3803900b013,0a9b9cf2-8c50-54fd-b243-53899f77bb55,True
344e75d1-f4ee-5da0-b8c0-d2949c9f7794,2025-04-17T08:00:00Z,system,2025-04-17T08:00:00Z,system,E000055,Robert,Garcia,robert.garcia55@procureflow.example,Procurement,Procurement Manager,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,0737d81c-800f-585f-8a81-5742f5aa93a6,True
53657725-cc33-52fa-bf83-e8ebce35acc6,2025-04-18T08:00:00Z,system,2025-04-18T08:00:00Z,system,E000056,Sofia,Kowalski,sofia.kowalski56@procureflow.example,Procurement,Buyer,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,True
24356e6d-8de5-5316-88e3-702cdfd23228,2025-04-19T08:00:00Z,system,2025-04-19T08:00:00Z,system,E000057,Sophie,Taylor,sophie.taylor57@procureflow.example,Procurement,Procurement Manager,9f6bd345-59f3-56b7-b1b4-8a3e5fab6656,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,True
f00a2c4c-64cd-5064-b954-6cdd3ff4da8f,2025-04-20T08:00:00Z,system,2025-04-20T08:00:00Z,system,E000058,Sarah,Müller,sarah.muller58@procureflow.example,Operations,Operations Coordinator,113d871c-fdd0-59b0-922b-71a1f17a7a5b,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,True
93004fa0-e3e2-50bf-83fc-f937be12e8ed,2025-04-21T08:00:00Z,system,2025-04-21T08:00:00Z,system,E000059,Andreas,Neumann,andreas.neumann59@procureflow.example,Operations,Operations Coordinator,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,78f316cf-bc76-5bab-9068-b36833d8b019,True
b0637871-bb7d-59e4-8037-d5e1bbe0560a,2025-04-22T08:00:00Z,system,2025-04-22T08:00:00Z,system,E000060,Stefan,Bauer,stefan.bauer60@procureflow.example,Strategic Sourcing,Procurement Specialist,e294ac9d-bd77-5078-ba31-f74bebb60488,d925509d-9c4c-55ac-990d-b19752aa437c,True
40fc93b9-abcc-5006-b3bc-584cd180694b,2025-04-23T08:00:00Z,system,2025-04-23T08:00:00Z,system,E000061,Michael,Becker,michael.becker61@procureflow.example,Finance,Procurement Controller,521489a3-799d-50a5-9448-eeaa409714d1,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,True
7c801ba4-5463-5410-bdfc-fb9770b2a7c7,2025-04-24T08:00:00Z,system,2025-04-24T08:00:00Z,system,E000062,Elena,Koch,elena.koch62@procureflow.example,Procurement,Senior Buyer,5528724a-ec45-5c0d-ac18-8666390c638c,0a9b9cf2-8c50-54fd-b243-53899f77bb55,True
4128af86-84d7-5c7a-bebf-50be57e6c1a0,2025-04-25T08:00:00Z,system,2025-04-25T08:00:00Z,system,E000063,Felix,Martin,felix.martin63@procureflow.example,Finance,Procurement Controller,51ca2c43-9865-5eed-88e1-7efd0be651e9,0737d81c-800f-585f-8a81-5742f5aa93a6,True
9346443d-a34f-5651-a81b-4979fe19e4d8,2025-04-26T08:00:00Z,system,2025-04-26T08:00:00Z,system,E000064,Emily,Garcia,emily.garcia64@procureflow.example,Operations,Operations Coordinator,3cab26fd-f62f-5970-ad42-c321a067cf36,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,True
6a4dd11c-1048-5284-aa7d-1444c1c67877,2025-04-27T08:00:00Z,system,2025-04-27T08:00:00Z,system,E000065,Jonas,Neumann,jonas.neumann65@procureflow.example,Procurement,Senior Buyer,efd8a8e4-0bb8-5f9e-be95-16451417acb0,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,True
5941f83b-16e1-5dcd-8dc3-df8d4713fe97,2025-04-28T08:00:00Z,system,2025-04-28T08:00:00Z,system,E000066,James,Rossi,james.rossi66@procureflow.example,Procurement,Category Manager,d425a94e-8ac6-50ba-81e4-27a328a21379,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,True
f2241022-edb7-5025-96ee-391d1dcaca23,2025-04-29T08:00:00Z,system,2025-04-29T08:00:00Z,system,E000067,Robert,Weber,robert.weber67@procureflow.example,Finance,Procurement Controller,89693957-df41-5038-b06b-8fcd13674f65,78f316cf-bc76-5bab-9068-b36833d8b019,True
4e216c0a-c972-5f8b-9c46-6350e9b7fcd3,2025-04-30T08:00:00Z,system,2025-04-30T08:00:00Z,system,E000068,Maria,Meyer,maria.meyer68@procureflow.example,Strategic Sourcing,Procurement Manager,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,d925509d-9c4c-55ac-990d-b19752aa437c,True
23c98543-9d7c-54ac-9fcb-107847fc2c70,2025-05-01T08:00:00Z,system,2025-05-01T08:00:00Z,system,E000069,Sofia,Wolf,sofia.wolf69@procureflow.example,Finance,Procurement Controller,26221d5e-2e66-5ea9-8c4d-30720ed59583,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,True
3ff49664-5bf3-5a7a-831a-b66f133487c8,2025-05-02T08:00:00Z,system,2025-05-02T08:00:00Z,system,E000070,Lukas,Kowalski,lukas.kowalski70@procureflow.example,Warehouse,Warehouse Clerk,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,0a9b9cf2-8c50-54fd-b243-53899f77bb55,True
82118fb0-4b2c-5ab5-b817-ec77a960c692,2025-05-03T08:00:00Z,system,2025-05-03T08:00:00Z,system,E000071,Felix,Koch,felix.koch71@procureflow.example,Procurement,Category Manager,3e8df789-1fad-5f45-9e4e-ae08a2240191,0737d81c-800f-585f-8a81-5742f5aa93a6,True
cbe963d2-a4e6-5ec1-a15f-948ff5630895,2025-05-04T08:00:00Z,system,2025-05-04T08:00:00Z,system,E000072,Isabel,Müller,isabel.muller72@procureflow.example,Strategic Sourcing,Procurement Specialist,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,True
deb3fb29-3383-5c3d-9343-4b0681551f8f,2025-05-05T08:00:00Z,system,2025-05-05T08:00:00Z,system,E000073,Emily,Wolf,emily.wolf73@procureflow.example,Strategic Sourcing,Procurement Manager,03aef187-5272-56c7-bfc4-cf8b61ecf06b,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,True
4b293d94-100e-5c47-9833-e5ff185c7eba,2025-05-06T08:00:00Z,system,2025-05-06T08:00:00Z,system,E000074,Michael,Novak,michael.novak74@procureflow.example,Finance,Procurement Controller,12473360-94f1-5fba-a391-36ce9d7f31be,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,True
cefdb85d-21f5-5088-a003-5d620b4dd94d,2025-05-07T08:00:00Z,system,2025-05-07T08:00:00Z,system,E000075,Felix,Bianchi,felix.bianchi75@procureflow.example,Operations,Operations Coordinator,261d0783-3954-5ee6-baf2-f9e37bbb725b,78f316cf-bc76-5bab-9068-b36833d8b019,True
c6e566c4-5c48-598a-9eaf-6624035417aa,2025-05-08T08:00:00Z,system,2025-05-08T08:00:00Z,system,E000076,Emily,Wagner,emily.wagner76@procureflow.example,Quality Management,Quality Specialist,87cb6569-bd40-5e24-8586-da21fbea3a81,d925509d-9c4c-55ac-990d-b19752aa437c,True
762dab21-f406-51e5-938f-353039145619,2025-05-09T08:00:00Z,system,2025-05-09T08:00:00Z,system,E000077,Isabel,Martin,isabel.martin77@procureflow.example,Procurement,Procurement Manager,329ee744-d62e-5fc4-a06d-cd6019444aa8,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,True
113128ae-1f79-5f39-8c07-f3d07a663bae,2025-05-10T08:00:00Z,system,2025-05-10T08:00:00Z,system,E000078,James,Jensen,james.jensen78@procureflow.example,Procurement,Procurement Specialist,e6d386f5-8b03-578e-aca0-68c8e68a10d1,0a9b9cf2-8c50-54fd-b243-53899f77bb55,True
9566bb19-9176-52c9-8eea-1c1f82d4a01b,2025-05-11T08:00:00Z,system,2025-05-11T08:00:00Z,system,E000079,Giulia,Wilson,giulia.wilson79@procureflow.example,Supply Chain,Supply Chain Analyst,cb89079f-b137-594d-b7f6-f3803900b013,0737d81c-800f-585f-8a81-5742f5aa93a6,True
c32c1e85-18ed-594d-baed-92ee6152bb62,2025-05-12T08:00:00Z,system,2025-05-12T08:00:00Z,system,E000080,Robert,Richter,robert.richter80@procureflow.example,Supply Chain,Supply Chain Analyst,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,True
